シーズン,集計基準日,試合日,試合ID,ビジター,ホーム,球場,ビジター得点,ホーム得点,勝者,試合状態,勝利投手,敗戦投手,セーブ投手,データの説明
2026,2026-08-06,2026-06-24,2021039046,オリックス,ソフトバンク,みずほPayPay,5,8,ソフトバンク,試合終了,上茶谷,田嶋大,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-24,2021039045,ロッテ,日本ハム,エスコンF,4,7,日本ハム,試合終了,加藤貴,河村,達,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-24,2021039042,DeNA,中日,バンテリンドーム,6,4,DeNA,試合終了,東,櫻井,山﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039041,オリックス,ソフトバンク,みずほPayPay,5,0,オリックス,試合終了,ジェリー,上沢,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039040,西武,楽天,山形市,4,8,楽天,試合終了,瀧中,ワイナンス,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039039,ロッテ,日本ハム,エスコンF,0,4,日本ハム,試合終了,北山,廣池,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039038,巨人,広島,マツダスタジアム,7,3,巨人,試合終了,戸郷,玉村,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039037,ヤクルト,阪神,甲子園,4,3,ヤクルト,試合終了,リランソ,岩崎,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-23,2021039036,DeNA,中日,岐阜,2,5,中日,試合終了,マラー,入江,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-22,2021039035,西武,楽天,東京ドーム,,,,,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039034,西武,オリックス,京セラD大阪,5,3,西武,試合終了,渡邉,九里,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039033,楽天,ロッテ,ZOZOマリン,4,7,ロッテ,試合終了,八木,加治屋,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039032,ソフトバンク,日本ハム,エスコンF,8,0,ソフトバンク,試合終了,前田悠,柴田,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039031,阪神,DeNA,横浜,2,1,阪神,試合終了,髙橋,尾形,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039030,広島,ヤクルト,神宮,2,1,広島,試合終了,岡本,高橋,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-21,2021039029,中日,巨人,東京ドーム,5,3,中日,試合終了,アブレウ,大勢,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-20,2021039028,西武,オリックス,京セラD大阪,4,0,西武,試合終了,隅田,ペルドモ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-20,2021039026,ソフトバンク,日本ハム,エスコンF,10,7,ソフトバンク,試合終了,津森,孫,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-20,2021039024,広島,ヤクルト,神宮,8,6,広島,試合終了,辻,廣澤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-20,2021039023,中日,巨人,東京ドーム,0,1,巨人,試合終了,ウィットリー,大野,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039022,西武,オリックス,京セラD大阪,5,6,オリックス,試合終了,マチャド,浜屋,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039021,楽天,ロッテ,ZOZOマリン,5,8,ロッテ,試合終了,八木,鈴木翔,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039020,ソフトバンク,日本ハム,エスコンF,3,4,日本ハム,試合終了,伊藤,大津,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039019,阪神,DeNA,横浜,11,3,阪神,試合終了,村上,石田裕,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039018,広島,ヤクルト,神宮,2,9,ヤクルト,試合終了,吉村,ターノック,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-19,2021039017,中日,巨人,東京ドーム,3,2,中日,試合終了,金丸,竹丸,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-17,2021044743,楽天,阪神,甲子園,,,,,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-16,2021044686,日本ハム,広島,マツダスタジアム,2,0,日本ハム,試合終了,北山,斉藤優,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-16,2021044685,西武,阪神,甲子園,1,0,西武,試合終了,武内,才木,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039016,ヤクルト,ソフトバンク,みずほPayPay,4,0,ヤクルト,試合終了,奥川,アルメンタ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039015,阪神,オリックス,京セラD大阪,2,3,オリックス,試合終了,吉田,ドリス,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039014,DeNA,ロッテ,ZOZOマリン,4,6,ロッテ,試合終了,小野,尾形,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039013,巨人,西武,ベルーナドーム,0,1,西武,試合終了,ワイナンス,井上,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039012,広島,楽天,楽天モバイル,3,0,広島,試合終了,岡本,藤井,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-14,2021039011,中日,日本ハム,エスコンF,9,5,中日,試合終了,藤嶋,福谷,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039010,ヤクルト,ソフトバンク,みずほPayPay,1,8,ソフトバンク,試合終了,前田悠,山野,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039009,阪神,オリックス,京セラD大阪,6,3,阪神,試合終了,髙橋,ジェリー,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039008,DeNA,ロッテ,ZOZOマリン,16,6,DeNA,試合終了,篠木,田中,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039007,巨人,西武,ベルーナドーム,2,1,巨人,試合終了,ウィットリー,隅田,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039006,広島,楽天,楽天モバイル,2,0,広島,試合終了,森下,早川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-13,2021039005,中日,日本ハム,エスコンF,3,4,日本ハム,試合終了,堀,草加,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021039004,ヤクルト,ソフトバンク,みずほPayPay,4,2,ヤクルト,試合終了,吉村,前田純,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021039003,阪神,オリックス,京セラD大阪,1,2,オリックス,試合終了,入山,村上,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021039002,DeNA,ロッテ,ZOZOマリン,2,3,ロッテ,試合終了,鈴木,宮城,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021039001,巨人,西武,ベルーナドーム,0,3,西武,試合終了,髙橋光成,竹丸,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021039000,広島,楽天,楽天モバイル,1,2,楽天,試合終了,岸,玉村,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-12,2021038999,中日,日本ハム,エスコンF,1,3,日本ハム,試合終了,細野,柳,島本,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038998,阪神,ソフトバンク,みずほPayPay,2,3,ソフトバンク,試合終了,木村光,畠,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038997,ヤクルト,オリックス,京セラD大阪,2,4,オリックス,試合終了,エスピノーザ,下川,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038996,中日,ロッテ,ZOZOマリン,2,3,ロッテ,試合終了,澤田,伊藤,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038995,広島,西武,ベルーナドーム,1,4,西武,試合終了,平良,ターノック,甲斐野,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038994,巨人,楽天,楽天モバイル,2,8,楽天,試合終了,瀧中,田中将,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-11,2021038993,DeNA,日本ハム,エスコンF,0,3,日本ハム,試合終了,孫,東,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038992,阪神,ソフトバンク,みずほPayPay,2,6,ソフトバンク,試合終了,松本晴,大竹,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038991,ヤクルト,オリックス,京セラD大阪,4,8,オリックス,試合終了,曽谷,高橋,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038990,中日,ロッテ,ZOZOマリン,11,4,中日,試合終了,櫻井,毛利,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038989,広島,西武,ベルーナドーム,4,5,西武,試合終了,佐藤隼,髙,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038988,巨人,楽天,楽天モバイル,7,0,巨人,試合終了,戸郷,古謝,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-10,2021038987,DeNA,日本ハム,エスコンF,2,4,日本ハム,試合終了,加藤貴,石田裕,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038986,阪神,ソフトバンク,みずほPayPay,4,10,ソフトバンク,試合終了,大津,才木,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038985,ヤクルト,オリックス,京セラD大阪,3,4,オリックス,試合終了,権田,キハダ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038984,中日,ロッテ,ZOZOマリン,1,3,ロッテ,試合終了,ジャクソン,マラー,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038983,広島,西武,ベルーナドーム,3,4,西武,試合終了,岩城,中﨑,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038982,巨人,楽天,楽天モバイル,8,2,巨人,試合終了,則本,荘司,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-09,2021038981,DeNA,日本ハム,エスコンF,1,4,日本ハム,試合終了,伊藤,平良,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-07,2021038980,オリックス,広島,マツダスタジアム,2,5,広島,試合終了,岡本,宮國,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-07,2021038978,西武,中日,バンテリンドーム,4,1,西武,試合終了,上田,齋藤,豆田,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-07,2021038977,ソフトバンク,DeNA,横浜,4,2,ソフトバンク,試合終了,伊藤,山﨑,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-07,2021038976,日本ハム,ヤクルト,神宮,7,1,日本ハム,試合終了,北山,奥川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-07,2021038975,ロッテ,巨人,東京ドーム,2,2,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038974,オリックス,広島,マツダスタジアム,4,7,広島,試合終了,森下,田嶋大,中﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038973,楽天,阪神,甲子園,0,1,阪神,試合終了,村上,早川,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038972,西武,中日,バンテリンドーム,5,2,西武,試合終了,隅田,大野,篠原,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038971,ソフトバンク,DeNA,横浜,6,3,ソフトバンク,試合終了,前田悠,庄司,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038970,日本ハム,ヤクルト,神宮,2,0,日本ハム,試合終了,山﨑福也,高梨,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-06,2021038969,ロッテ,巨人,東京ドーム,1,1,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038968,オリックス,広島,マツダスタジアム,2,2,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038967,楽天,阪神,甲子園,1,8,阪神,試合終了,髙橋,岸,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038966,西武,中日,バンテリンドーム,0,1,中日,試合終了,松山,髙橋光成,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038965,ソフトバンク,DeNA,横浜,3,8,DeNA,試合終了,篠木,大関,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038964,日本ハム,ヤクルト,神宮,3,1,日本ハム,試合終了,柳川,キハダ,山本,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-05,2021038963,ロッテ,巨人,東京ドーム,2,8,巨人,試合終了,井上,廣池,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038962,日本ハム,広島,マツダスタジアム,5,2,日本ハム,試合終了,山本,塹江,菊地,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038961,西武,阪神,甲子園,4,2,西武,試合終了,平良,西勇,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038960,ソフトバンク,中日,バンテリンドーム,2,1,ソフトバンク,試合終了,スチュワート・ジュニア,金丸,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038959,楽天,DeNA,横浜,7,8,DeNA,試合終了,伊勢,西垣,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038958,ロッテ,ヤクルト,神宮,5,2,ロッテ,試合終了,小島,小川,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-04,2021038957,オリックス,巨人,東京ドーム,1,2,巨人,試合終了,中川,エスピノーザ,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038956,日本ハム,広島,マツダスタジアム,1,3,広島,試合終了,床田,伊藤,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038955,西武,阪神,甲子園,3,2,西武,試合終了,渡邉,大竹,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038954,ソフトバンク,中日,バンテリンドーム,8,5,ソフトバンク,試合終了,木村光,勝野,上茶谷,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038953,楽天,DeNA,横浜,2,0,楽天,試合終了,西垣,山﨑,藤平,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038952,ロッテ,ヤクルト,神宮,0,1,ヤクルト,試合終了,高橋,高野脩,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-03,2021038951,オリックス,巨人,東京ドーム,4,5,巨人,試合終了,堀田,椋木,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-02,2021038948,ソフトバンク,中日,バンテリンドーム,3,0,ソフトバンク,試合終了,大津,マラー,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-02,2021038947,楽天,DeNA,横浜,7,3,楽天,試合終了,柴田,中川虎,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-02,2021038946,ロッテ,ヤクルト,神宮,5,0,ロッテ,試合終了,ジャクソン,松本健,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-06-02,2021038945,オリックス,巨人,東京ドーム,2,3,巨人,試合終了,則本,九里,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038944,広島,ソフトバンク,みずほPayPay,1,3,ソフトバンク,試合終了,徐,岡本,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038943,中日,オリックス,京セラD大阪,5,7,オリックス,試合終了,博志,牧野,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038942,阪神,ロッテ,ZOZOマリン,2,4,ロッテ,試合終了,鈴木,モレッタ,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038941,DeNA,西武,ベルーナドーム,6,0,DeNA,試合終了,尾形,ワイナンス,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038940,ヤクルト,楽天,楽天モバイル,2,1,ヤクルト,試合終了,奥川,藤井,清水,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-31,2021038939,巨人,日本ハム,エスコンF,0,3,日本ハム,試合終了,北山,竹丸,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038938,広島,ソフトバンク,みずほPayPay,2,4,ソフトバンク,試合終了,木村光,塹江,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038937,中日,オリックス,京セラD大阪,1,3,オリックス,試合終了,田嶋大,大野,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038936,阪神,ロッテ,ZOZOマリン,4,3,阪神,試合終了,村上,唐川,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038935,DeNA,西武,ベルーナドーム,0,6,西武,試合終了,隅田,武田,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038934,ヤクルト,楽天,楽天モバイル,8,7,ヤクルト,試合終了,高梨,早川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-30,2021038933,巨人,日本ハム,エスコンF,5,3,巨人,試合終了,西舘,有原,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038932,広島,ソフトバンク,みずほPayPay,0,2,ソフトバンク,試合終了,大関,玉村,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038931,中日,オリックス,京セラD大阪,5,1,中日,試合終了,柳,寺西,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038930,阪神,ロッテ,ZOZOマリン,1,0,阪神,試合終了,髙橋,田中,ドリス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038929,DeNA,西武,ベルーナドーム,4,13,西武,試合終了,髙橋光成,島田,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038928,ヤクルト,楽天,楽天モバイル,7,2,ヤクルト,試合終了,山野,岸,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-29,2021038927,巨人,日本ハム,エスコンF,4,2,巨人,試合終了,井上,達,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038926,ロッテ,広島,マツダスタジアム,6,3,ロッテ,試合終了,廣池,鈴木,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038925,日本ハム,阪神,甲子園,4,2,日本ハム,試合終了,福島,木下,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038924,楽天,中日,バンテリンドーム,1,2,中日,試合終了,金丸,鈴木翔,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038923,オリックス,DeNA,横浜,1,3,DeNA,試合終了,東,吉田,山﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038922,西武,ヤクルト,神宮,8,0,西武,試合終了,武内,小川,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-28,2021038921,ソフトバンク,巨人,東京ドーム,8,4,ソフトバンク,試合終了,スチュワート・ジュニア,赤星,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038920,ロッテ,広島,マツダスタジアム,5,4,ロッテ,試合終了,坂本,髙,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038919,日本ハム,阪神,甲子園,5,2,日本ハム,試合終了,加藤貴,大竹,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038918,楽天,中日,バンテリンドーム,2,7,中日,試合終了,櫻井,古謝,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038917,オリックス,DeNA,横浜,5,2,オリックス,試合終了,曽谷,篠木,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038916,西武,ヤクルト,神宮,2,2,引分,試合終了,,,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-27,2021038915,ソフトバンク,巨人,東京ドーム,1,5,巨人,試合終了,戸郷,アルメンタ,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038914,ロッテ,広島,マツダスタジアム,3,1,ロッテ,試合終了,八木,ハーン,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038913,日本ハム,阪神,甲子園,4,0,日本ハム,試合終了,伊藤,西勇,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038912,楽天,中日,バンテリンドーム,0,1,中日,試合終了,マラー,荘司,松山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038911,オリックス,DeNA,横浜,7,1,オリックス,試合終了,九里,平良,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038910,西武,ヤクルト,神宮,2,1,西武,試合終了,黒田,キハダ,佐藤隼,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-26,2021038909,ソフトバンク,巨人,東京ドーム,8,3,ソフトバンク,試合終了,大津,則本,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038908,日本ハム,ソフトバンク,みずほPayPay,6,7,ソフトバンク,試合終了,松本裕,田中,杉山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038907,オリックス,西武,ベルーナドーム,3,4,西武,試合終了,佐藤隼,吉田,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038906,ロッテ,楽天,楽天モバイル,5,8,楽天,試合終了,藤井,ロング,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038905,広島,中日,バンテリンドーム,5,3,広島,試合終了,岡本,髙橋宏,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038904,ヤクルト,DeNA,横浜,0,1,DeNA,試合終了,石田裕,奥川,山﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-24,2021038903,阪神,巨人,東京ドーム,6,3,阪神,試合終了,才木,竹丸,岩崎,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038902,日本ハム,ソフトバンク,みずほPayPay,1,11,ソフトバンク,試合終了,松本晴,細野,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038901,オリックス,西武,ベルーナドーム,1,4,西武,試合終了,上田,髙島,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038900,ロッテ,楽天,楽天モバイル,7,6,ロッテ,試合終了,益田,藤平,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038899,広島,中日,バンテリンドーム,5,3,広島,試合終了,森下,吉田,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038898,ヤクルト,DeNA,横浜,6,0,ヤクルト,試合終了,高梨,入江,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-23,2021038897,阪神,巨人,東京ドーム,3,0,阪神,試合終了,村上,ウィットリー,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-22,2021038896,日本ハム,ソフトバンク,みずほPayPay,0,10,ソフトバンク,試合終了,前田純,達,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-22,2021038895,オリックス,西武,ベルーナドーム,5,1,オリックス,試合終了,ジェリー,隅田,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-22,2021038894,ロッテ,楽天,楽天モバイル,2,1,ロッテ,試合終了,小島,柴田,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-22,2021038893,広島,中日,バンテリンドーム,2,6,中日,試合終了,柳,栗林,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-22,2021038892,阪神,巨人,東京ドーム,7,4,阪神,試合終了,髙橋,井上,岩崎,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-21,2021038891,DeNA,広島,マツダスタジアム,1,3,広島,試合終了,玉村,東,森浦,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-21,2021038889,巨人,ヤクルト,神宮,1,3,ヤクルト,試合終了,山野,田中将,キハダ,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-20,2021038888,ソフトバンク,オリックス,京セラD大阪,3,8,オリックス,試合終了,エスピノーザ,藤原,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-20,2021038887,ロッテ,西武,県営大宮,3,1,ロッテ,試合終了,鈴木,佐藤隼,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-20,2021038886,楽天,日本ハム,エスコンF,3,5,日本ハム,試合終了,堀,鈴木翔,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-20,2021038885,DeNA,広島,マツダスタジアム,4,3,DeNA,試合終了,中川虎,中﨑,山﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-20,2021038884,中日,阪神,甲子園,7,8,阪神,試合終了,ドリス,牧野,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038883,ソフトバンク,オリックス,京セラD大阪,1,2,オリックス,試合終了,九里,大津,マチャド,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038882,ロッテ,西武,前橋,2,3,西武,試合終了,武内,ジャクソン,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038881,楽天,日本ハム,エスコンF,2,6,日本ハム,試合終了,伊藤,荘司,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038880,DeNA,広島,マツダスタジアム,1,3,広島,試合終了,床田,竹田,ハーン,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038879,中日,阪神,倉敷,2,4,阪神,試合終了,西勇,金丸,岩崎,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-19,2021038878,巨人,ヤクルト,いわき,2,0,巨人,試合終了,戸郷,高橋,大勢,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038877,オリックス,ロッテ,ZOZOマリン,2,3,ロッテ,試合終了,廣池,曽谷,中森,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038876,ソフトバンク,楽天,楽天モバイル,5,1,ソフトバンク,試合終了,前田悠,藤井,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038875,西武,日本ハム,エスコンF,6,3,西武,試合終了,ワイナンス,上原,岩城,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038874,広島,阪神,甲子園,1,0,広島,試合終了,岡本,才木,中﨑,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038873,ヤクルト,中日,バンテリンドーム,5,1,ヤクルト,試合終了,松本健,髙橋宏,,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-17,2021038872,DeNA,巨人,東京ドーム,0,1,巨人,試合終了,竹丸,石田裕,マルティネス,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-16,2021038871,オリックス,ロッテ,ZOZOマリン,0,2,ロッテ,試合終了,小野,田嶋大,横山,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-16,2021038870,ソフトバンク,楽天,楽天モバイル,3,4,楽天,試合終了,古謝,スチュワート・ジュニア,柴田,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-16,2021038869,西武,日本ハム,エスコンF,4,5,日本ハム,試合終了,田中,甲斐野,柳川,2026シーズンの収集済み全試合。
2026,2026-08-06,2026-05-16,2021038868,広島,阪神,甲子園,1,3,阪神,試合終了,村上,森下,ドリス,2026シーズンの収集済み全試合。
